docType,title,id,url,authority,programOwner,shortDesc,desc,policyFramework,category,region,topic,service,commodity,clientType,programStatus,createdDate,modifiedDate,publishedDate,desc_new
program,Canadian Cattlemen’s Association,ASSN-10032-en,http://www.cattle.ca/,Other,ASSN,"The Canadian Cattlemen's Association (CCA) structure represents every phase of the production system; the purebred, cow/calf, backgrounding and feedlot sectors. Our association was founded by producers and is led by a producer-elected board of directors from across Canada.",None,NotApplicable,Service,AcrossCanada,DataMapsTools,EconomicDataInformation,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-02,2021-01-04,"The Canadian Cattlemen's Association (CCA) structure represents every phase of the production system; the purebred, cow/calf, backgrounding and feedlot sectors. Our association was founded by producers and is led by a producer-elected board of directors from across Canada."
program,Canadian Swine Exporters Association,ASSN-10033-en,http://www.canadianswine.com/,Other,ASSN,A national association which represents the top exporters of swine genetics across Canada.,None,NotApplicable,ImportExport,International,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-02,2021-01-04,A national association which represents the top exporters of swine genetics across Canada.
program,Canadian Swine Breeders Association,ASSN-10034-en,http://www.canswine.ca/,Other,ASSN,Swine Breeders Association (CSBA) is responsible for keeping the database for the pedigree lineage of Canada's swine breeds.,None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-02,2021-01-04,Swine Breeders Association (CSBA) is responsible for keeping the database for the pedigree lineage of Canada's swine breeds.
program,Canada Mink Breeders Association,ASSN-10035-en,http://www.canadamink.ca/,Other,ASSN,"CMBA on behalf of its members provides leadership in research, best farming practices, marketing, and promotion of the interests of the fur farming sector nationally and internationally. The goal is to ensure the permanent prosperity of the Canadian mink farming industry.",None,NotApplicable,Marketing,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-02,2020-12-08,"CMBA on behalf of its members provides leadership in research, best farming practices, marketing, and promotion of the interests of the fur farming sector nationally and internationally. The goal is to ensure the permanent prosperity of the Canadian mink farming industry."
program,Canadian Meat Goat Association,ASSN-10036-en,https://canadianmeatgoat.com/index.php/site,Other,ASSN,"The Canadian Meat Goat Association supports the development of a profitable meat goat breeding stock and meat industry in Canada by providing animal registration, member education and industry promotion for the membership and by partnering in research and market expansion.",None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-07,2021-01-04,"The Canadian Meat Goat Association supports the development of a profitable meat goat breeding stock and meat industry in Canada by providing animal registration, member education and industry promotion for the membership and by partnering in research and market expansion."
program,Canadian Livestock Genetics Association,ASSN-10037-en,http://www.clivegen.org/,Other,ASSN,"The Canadian Livestock Genetics Association is a nationwide, not-for-profit trade association representing the market access and animal health interests of those involved in the sale, service and promotion of livestock genetics both domestically and internationally.",None,NotApplicable,ImportExport,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-07,2021-01-04,"The Canadian Livestock Genetics Association is a nationwide, not-for-profit trade association representing the market access and animal health interests of those involved in the sale, service and promotion of livestock genetics both domestically and internationally."
program,Canadian Sheep Breeders' Association,ASSN-10038-en,https://www.sheepbreeders.ca/,Other,ASSN,"The Canadian Sheep Breeders' Association is an organization of over 1000 breeders of purebred sheep across Canada, representing over 40 breeds of sheep.",None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-07,2021-01-04,"The Canadian Sheep Breeders' Association is an organization of over 1000 breeders of purebred sheep across Canada, representing over 40 breeds of sheep."
program,Canadian Grain Commission,ASSN-10039-en,https://www.grainscanada.gc.ca/en/,Other,ASSN,The Canadian Grain Commission regulates grain handling in Canada and establishes and maintains science-based standards of quality for Canadian grain.,None,NotApplicable,Research,AcrossCanada,ExpertiseAdviceGuidance,ResearchResults,GrainsCerealsOtherCrops,IndustryAssociationsFarmingOrganizations,open,2019-06-21,2021-09-07,2021-01-04,The Canadian Grain Commission regulates grain handling in Canada and establishes and maintains science-based standards of quality for Canadian grain.
program,New Brunswick Maple Syrup Association,ASSN-10040-en,https://www.maplesyrupnb.com/,Other,ASSN,"The goal at the New Brunswick Maple Syrup Association is to connect you with the training, resources, export opportunities and find you labour you need to grow your business while saving you time and money.",None,NotApplicable,Service,AcrossCanada,LeadershipTrainingWorkforceDevelopment,TrainingWorkshops,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2019-06-21,2021-09-07,2021-01-04,"The goal at the New Brunswick Maple Syrup Association is to connect you with the training, resources, export opportunities and find you labour you need to grow your business while saving you time and money."
program,Canadian Christmas Tree Growers,ASSN-10042-en,https://canadianchristmastrees.ca/,Other,ASSN,Provides members with information about sustainable Christmas tree business practices.,None,NotApplicable,ImportExport,NovaScotia,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,GeneralPublic,open,2019-07-11,2021-09-07,2021-01-04,Provides members with information about sustainable Christmas tree business practices.
program,Canadian Federation of Agriculture,ASSN-10043-en,https://www.cfa-fca.ca/,Other,ASSN,"Promotes the interests of Canadian agriculture producers to ensure the continued development of a trusted, sustainable, and vibrant agriculture sector across Canada.",None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,PoultryEggs,IndustryAssociationsFarmingOrganizations,open,2019-07-11,2021-09-07,2021-01-04,"Promotes the interests of Canadian agriculture producers to ensure the continued development of a trusted, sustainable, and vibrant agriculture sector across Canada."
program,Canadian Honey Council,ASSN-10044-en,https://honeycouncil.ca/,Other,ASSN,"Provides a place where producers, packers, professionals, provincial associations, and government officials can speak and recommend action in the best interests of the Canadian honey bee industry.",None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,BeesApiculture,Governments,open,2019-07-11,2021-09-07,2021-01-04,"Provides a place where producers, packers, professionals, provincial associations, and government officials can speak and recommend action in the best interests of the Canadian honey bee industry."
program,Canadian Horticultural Council,ASSN-10045-en,https://www.hortcouncil.ca/,Other,ASSN,"Advocates on important issues that impact Canada’s horticultural sector, promotes healthy, safe and sustainable food, and ensures the continued success and growth of the industry.",None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,IndustryAssociationsFarmingOrganizations,open,2019-07-11,2021-09-07,2021-01-04,"Advocates on important issues that impact Canada’s horticultural sector, promotes healthy, safe and sustainable food, and ensures the continued success and growth of the industry."
program,Mushrooms Canada,ASSN-10046-en,https://www.mushrooms.ca/,Other,ASSN,"Advocates food safety, good nutrition and the proper care and handling of fresh Canadian mushrooms.",None,NotApplicable,GuidesInformation,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,IndustryAssociationsFarmingOrganizations,open,2019-07-11,2021-09-07,2021-01-04,"Advocates food safety, good nutrition and the proper care and handling of fresh Canadian mushrooms."
program,Canadian Nursery Landscape Association,ASSN-10047-en,https://cnla.ca/,Other,ASSN,"Provides resources for landscape professionals such as programs, initiatives, and alliances in order for members and stakeholders to become sustainable and successful.",None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,GeneralPublic,open,2019-07-11,2021-09-03,2021-01-04,"Provides resources for landscape professionals such as programs, initiatives, and alliances in order for members and stakeholders to become sustainable and successful."
program,Canadian Produce Marketing Association,ASSN-10048-en,https://www.cpma.ca/,Other,ASSN,Represents companies who are active in marketing fresh fruits and vegetables from the farm to the dinner plate.,None,NotApplicable,Marketing,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,IndustryAssociationsFarmingOrganizations,open,2019-07-23,2021-09-03,2021-01-04,Represents companies who are active in marketing fresh fruits and vegetables from the farm to the dinner plate.
program,Restaurants Canada,ASSN-10049-en,https://www.restaurantscanada.org/,Other,ASSN,Represents Canada's diverse food service industry.,None,NotApplicable,Service,PrinceEdwardIsland,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,ProcessedFoodsAgriBasedProducts,FoodServiceProvidersFoodRetailers,open,2019-07-23,2021-09-08,2021-01-04,Represents Canada's diverse food service industry.
program,Canadian Seed Trade Association,ASSN-10050-en,https://seedinnovation.ca/,Other,ASSN,"A national trade association that brings together members who are a part of seed research, production, and marketing and trade, both domestically and internationally.",None,NotApplicable,Marketing,International,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,EducationalResearchInstitutions,open,2019-07-23,2021-09-08,2021-01-04,"A national trade association that brings together members who are a part of seed research, production, and marketing and trade, both domestically and internationally."
program,Canadian Society of Customs Brokers,ASSN-10051-en,https://www.cscb.ca/,Other,ASSN,Provides guidance to Canadian and international bodies on new policy directions and represents the interests of customs brokers to the government.,None,NotApplicable,ImportExport,International,LeadershipTrainingWorkforceDevelopment,TrainingWorkshops,Nonspecific,IndustryAssociationsFarmingOrganizations,open,2019-07-23,2021-09-14,2021-01-04,Provides guidance to Canadian and international bodies on new policy directions and represents the interests of customs brokers to the government.
program,Canadian Sphagnum Peat Moss Association,ASSN-10052-en,https://peatmoss.com/,Other,ASSN,An association of peat moss producers (and related enterprises) devoted to promoting the sustainable management of Canadian peatlands.,None,NotApplicable,Service,AcrossCanada,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FertilizersPesticides,IndustryAssociationsFarmingOrganizations,open,2019-07-23,2021-09-14,2021-01-04,An association of peat moss producers (and related enterprises) devoted to promoting the sustainable management of Canadian peatlands.
